"lang" 
{ 
"Language" "English" 

"TR_ClassInfo_Soldier"		"Shoot your rocket launcher at enemy's feet\nUse your rocket launcher to rocket jump\nThe shotgun is useful for finishing off enemies damaged by the rocket launcher"

"TR_TargetPractice_Goal"	"Weapons Practice"
"TR_Generic_WeaponFireTitle"	"Firing Weapons"
"TR_Generic_WeaponFire"		"Press %attack% to attack with your current weapon."
"TR_Generic_ReloadTitle"	"Reload!"
"TR_Generic_Reload"		"Reload using %reload% between targets, and whenever you have a spare moment."
"TR_Generic_BotIntroTitle"	"Weapon Application!"
"TR_Generic_BotIntro"		"Try out your weapons on a few moving targets! Opponents will move around the target range. You know what to do."
"TR_Generic_BotHealth"		"Some enemies have more health than others. You'll have to use more ammo to take them down!"

"TR_Soldier_IntroTitle"		"The Soldier"
"TR_Soldier_Intro"		"Welcome to the Soldier weapons course!"

"TR_Soldier_SlotSwitchTitle"	"Switching Weapons"
"TR_Soldier_SlotSwitch1"	"Cycle through weapons using %invnext% and %invprev%. Confirm selection using %attack%. Choose a different weapon to continue." //needs to wait for weapon switch before continuing.
"TR_Soldier_SlotSwitch2"	"Weapons can also be directly selected:\nPress %slot1% for ROCKET LAUNCHER\nPress %slot2% for SHOTGUN\nPress %slot3% for SHOVEL"
"TR_Soldier_SlotSwitch3"	"Press %slot1% for ROCKET LAUNCHER\nPress %slot2% for SHOTGUN\nPress %slot3% for SHOVEL\nPress %reload% to RELOAD"

"TR_Generic_QuickSwitchTitle"	"Quick Switch"
"TR_Generic_QuickSwitch"	"Taking too long to switch weapons? Use %lastinv% to swap to your previously selected weapon!"

"TR_Soldier_SlotPracticeTitle"	"Weapon Selection"
"TR_Soldier_SlotPractice"	"Use the weapon called out for each target to destroy them at various distances."

"TR_Soldier_RocketTitle"	"Switch to ROCKET LAUNCHER"
"TR_Soldier_ShotgunTitle"	"Switch to SHOTGUN"
"TR_Soldier_ShovelTitle"	"Switch to SHOVEL"
"TR_Soldier_Hint_Rocket"	"Use ROCKET LAUNCHER"
"TR_Soldier_Hint_Shotgun"	"Use SHOTGUN"
"TR_Soldier_Hint_Shovel"	"Use SHOVEL"
"TR_Soldier_Hint_SplashTitle"	"Splash Damage"
"TR_Soldier_Hint_Splash"	"Rocket explosions can damage multiple targets. Try hitting two targets with a single rocket."
"TR_Soldier_Hint_SplashAim"	"Aim here"
"TR_Soldier_Hint_Range"		"Switch to SHOTGUN to finish injured enemies at close range."
"TR_Soldier_PracticeTitle"	"Target Practice!"
"TR_Soldier_Practice"		"Targets will appear at various locations. Hit these targets with the appropriate weapon to continue."


//tr_dustbowl - cp
"TR_DustGeneric_IntroTitle1"	"Dustbowl"
"TR_DustGeneric_IntroTitle2"	"Control Points"
"TR_DustGeneric_Intro1"		"Welcome to Dustbowl, a Control Point map. When the setup timer reaches zero, the round begins."
"TR_DustGeneric_IntroTeamTitle"	"Red versus Blue"
"TR_DustGeneric_IntroSetup"	"Setup time allows the RED team to prepare defenses to prevent the BLU team from capturing Control Points."
"TR_DustGeneric_Intro2"		"You are on BLU team!  To win, capture both Control Points.  To capture a Control Point, stand on it until the capture bar is full."
"TR_DustGeneric_Intro3"		"Control Point ownership is represented at the bottom of the screen as that team's color."
"TR_DustGeneric_HealthTitle"	"Health and Ammo"
"TR_DustGeneric_EngTitle"	"The Engineer"
"TR_DustGeneric_Eng"		"Engineers can increase the effectiveness of their buildings through construction, repair, and upgrading."
"TR_DustGeneric_EngRedTitle"	"Sentry Guns"
"TR_DustGeneric_EngRed2"	"Sentry guns have limited range.  Use this to your advantage! Destroy this sentry gun with your ROCKET LAUNCHER."

"TR_DustGeneric_MedTitle"	"The Medic"
"TR_DustGeneric_Med1"		"Medics can heal friendly players.  While healing, they also build up an \"ÜberCharge\"."
"TR_DustGeneric_Med2"		"When the ÜberCharge is activated by the Medic, he and his heal target become invulnerable for a short time."
"TR_DustGeneric_Med3"		"Injured? On fire?  Press %voicemenu 0 0% to alert the Medic so he can help you!"

"TR_DustGeneric_RoundTitle"	"Final Round!"
"TR_DustGeneric_Round"		"Dustbowl consists of three rounds.  Capturing both Control Points advances the game to the next round."

"TR_DustGeneric_FFTitle"	"Friendly Fire"
"TR_DustGeneric_FF"		"Don't worry, you cannot hurt your teammates at any time!"
"TR_DustGeneric_CapMissedTitle"	"Oops!"
"TR_DustGeneric_CapMissed"	"Looks like you ran past the Control Point.  The last point is locked until you capture the first one."

"TR_Dust_Hint_ControlPoint"	"Control Point!"
"TR_Dust_Hint_Resupply"		"Health and Ammo Resupply"
"TR_Dust_Hint_Medic"		"The Medic!"
"TR_Dust_Hint_Engineer"		"The Engineer!"
"TR_Dust_Hint_SetupGate"	"Setup Gate"

//completed training dialog
"TR_Target_EndDialog"		"Good job!  You've completed the Soldier's weapons training!  Put your skills to work and move on to %s2 by pressing the NEXT button." //%s1 references map, %s2 is next map if specified
"TR_Dustbowl_EndDialog"		"Well done! You've won a game in %s1 and completed the training.\n\nWant to try out other classes like the Engineer or Medic?  Why not hop into an OFFLINE PRACTICE session?\n\nReady to play online against other players? Select START PLAYING at the main menu."

//training intro movies

"TF_IM_Target_Welcome"		"Weapon selection and target practice!"
"TF_IM_Target_WeaponSwitch"	"Switch to the weapon called for and hit the targets"
"TF_IM_Target_Reload"		"Reload often!  Use lulls to completely reload weapons"


// Misc
"TF_Training_SpaceToContinue"	"Press Spacebar to continue"
"TF_Training_Success"		"Success!"
"TF_Training_Completed"		"You've Completed Training!"
"Button_ReplayTraining"		"&REPLAY"
"Button_NextTraining"		"&NEXT"
"Button_QuitTraining"		"&DONE"
"TF_Training_ClassNotAvailable"	"Not Available for Training"
"TF_Training_Prompt_Title" 	"Start Training?"
"TF_Training_Prompt"	   	"Are you sure you want to quit your current game and start training?"
"TF_Training_Restart_Title" 	"Restart Training?"
"TF_Training_Restart_Text"   	"Are you sure you want to restart training?"
"TF_Training_Prompt_ConfirmButton"	"Yes Please!"
"TF_Training_Prompt_CancelButton"	"No Thanks"

// Training Dialog
"TF_Training_Title"		"TRAINING"

// Offline Practice
"TF_OfflinePractice"		"OFFLINE PRACTICE"
"TF_OfflinePractice_Settings"	"Settings"
"TF_OfflinePractice_NumPlayers"	"%s1-%s2 Suggested"
"TF_Bot_Difficulty"		"Difficulty:"
"TF_Bot_Difficulty0"		"Easy"
"TF_Bot_Difficulty1"		"Normal"
"TF_Bot_Difficulty2"		"Hard"
"TF_Bot_Difficulty3"		"Expert"
"TF_Bot_NumberOfBots"		"Number of Players:"

//----------------------------------------------------------------------------------------
// Golden Wrench
"TF_HUD_Event_GoldenWrench_C"	"%s1 has found Golden Wrench no. %s2!"
"TF_HUD_Event_GoldenWrench_D"	"%s1 has destroyed Golden Wrench no. %s2!"

"Notification_System_Message"	"System Message: %message%"

// Notifications
"Notification_CanTrigger_Help"	"Press [ %cl_trigger_first_notification% ] to VIEW.\nPress [ %cl_decline_first_notification% ] to REMOVE."
"Notification_Remove_Help"		"Press [ %cl_decline_first_notification% ] to REMOVE."
"Notification_AcceptOrDecline_Help"		"Press [ %cl_trigger_first_notification% ] to ACCEPT.\nPress [ %cl_decline_first_notification% ] to DECLINE."
"Notifications_View"	"View"
"Notifications_Accept"	"Accept"
"Notifications_Decline"	"Decline"
"Notifications_Present"	"You have pending alerts! Go to the Main Menu to view them."
"TF_Notification_Trigger" "View/Accept the topmost alert."
"TF_Notification_Decline" "Remove/Decline the topmost alert."

//----------------------------------------------------------------------------------------
// Use Item
"TF_UseItem_Title"					   "Use Item?"
"TF_UseItem_Text"					   "Are you sure you want to use %item_name%? It has %uses_left% use(s) before it will be removed from your inventory."
"TF_UseItem_Success"				   "The item in the action slot was used successfully!"
"TF_UseItem_GiftNoPlayers"			   "There are no other players present in your current game to receive your gift!"
"TF_UseItem_Error"					   "There was an error trying to use the item in your action slot."
"TF_UseItem_MiniGameAlreadyStarted"	   "That mini-game has already been started."
"TF_GiftedItems"					   "%s1 has given a gift to %s2!"
"TF_GifterText_Random"				   "%recipient% was selected at random to receive a gift from %giver%!"
"TF_GifterText_All"					   "%giver% has given out a bunch of gifts!"
"TF_UseBackpackExpander_Title"		   "Expand Backpack?"
"TF_UseBackpackExpander_Text"		   "Are you sure you want to expand your backpack to %new_size% slots? (%item_name% has %uses_left% use(s) before it will be removed from your inventory)"
"TF_UseBackpackExpanderFail_Title"	   "Cannot Expand!"
"TF_UseBackpackExpanderFail_Text"	   "Your backpack has already been expanded to maximum capacity."
"TF_UseClaimCode_Title"		   "Claim Code?"
"TF_UseClaimCode_Text"		   "Are you sure you want to claim this code: %claim_type%? The claim code will be permanently attached to your account."


//----------------------------------------------------------------------------------------
// Trading
"TF_ShowTradeRequestsFrom" "Show Trade Requests From:"
"TF_ShowTradeRequestsFrom_FriendsOnly" "Friends Only"
"TF_ShowTradeRequestsFrom_FriendsAndServer" "Friends and In-Game Players"
"TF_ShowTradeRequestsFrom_Anyone" "Anyone"
"TF_ShowTradeRequestsFrom_NoOne" "No One"

"TF_Trading_StatusTitle"		"Trade Status"
// timeout
"TF_Trading_Timeout_Title"		"No Response"
"TF_Trading_Timeout_Text"		"There was no response from the server."
"TF_Trading_TimeoutPartyB"	"There was no response from the other player."
"TF_Trading_TimeoutPartyB_Named"	"There was no response from %other_player%."
"TF_Trading_WaitingForPartyB"	"Waiting for the other player to respond.."
"TF_Trading_WaitingForPartyB_Named"	"Waiting for %s1 to respond."
"TF_Trading_WaitingForServer"	"Waiting for a response from the server."
"TF_Trading_WaitingForTrade"	"Trading Items"
"TF_Trading_WaitingForStart"	"Offer to trade accepted, now waiting for server."
"TF_Trading_WaitingForCancel"	"Canceling trade."
// party B request dialog
"TF_Trading_JoinTitle"			"Want to Trade?"
"TF_Trading_JoinText"			"%initiator% wants to trade with you!"
"TF_Trading_JoinCancel"			"No Thanks"
// reasons why a request was denied
"TF_Trading_DeclinedText"		"The other player has declined the trade request."
"TF_Trading_VACBannedText"		"You do not have trading privileges."
"TF_Trading_VACBanned2Text"		"The other player does not have trading privileges at this time."
"TF_Trading_BusyText"			"The other player is currently busy trading with someone else."
"TF_Trading_DisabledText"		"Trading items is currently disabled."
"TF_Trading_NotLoggedIn"		"The other player is not available for trading."
"TF_Trading_TooSoon"			"You must wait at least 30 seconds between trade requests."
"TF_Trading_TooSoonPenalty"		"You have made too many trade requests and must now wait 2 minutes before initiating any more trades."
// reasons why a trade session was closed
"TF_Trading_CanceledText"	   	"The trading session has been canceled."
"TF_Trading_ErrorText"			"There was a problem completing the trade."
"TF_Trading_StaleInventoryText"	"The trade was cancelled, because some items do not belong to you or the other player."
"TF_Trading_UntradableText"		"The trade was cancelled, because some items are not allowed in trading."
"TF_Trading_NoItemsText"		"The trade was cancelled, because there were no items to trade."
"TF_Trading_TradedText"			"The trade was successfully completed!"

"TF_TradeWindow_Title"			"Trading with %recipient%"
"TF_TradeWindow_Step1"			"Select Items from your Backpack"
"TF_TradeWindow_Step1Desc"		"Drag items to Your Offerings to include them in the trade."
"TF_TradeWindow_Step2"			"Your Offerings"
"TF_TradeWindow_Step2Desc"		"These are the items you will lose in the trade."
"TF_TradeWindow_Step3"			"Their Offerings"
"TF_TradeWindow_Step3Desc"		"These are the items you will receive in the trade."
"TF_TradeWindow_Step4"			"Showcase Area"
"TF_TradeWindow_Step4Desc"		"These items will NOT be traded."
"TF_TradeWindow_WaitingForTrade"	"Waiting for both parties\nto be ready..."
"TF_TradeWindow_TradeNow"		"TRADE NOW!"
"TF_TradeWindow_Trading"			"Waiting for other party"
"TF_TradeWindow_Ellipsis1"			""
"TF_TradeWindow_Ellipsis2"			"."
"TF_TradeWindow_Ellipsis3"			".."
"TF_TradeWindow_Ellipsis4"			"..."
"TF_TradeWindow_MyNOTReady"		"CLICK when ready to trade"
"TF_TradeWindow_NotReady"		"NOT ready to trade"
"TF_TradeWindow_Ready"			"READY to trade"
"TF_TradeWindow_Verifying"		"Offer changed, waiting..."
"TF_TradeWindow_ChatPrompt"		"Chat :"
"TF_TradeWindow_WarnPassword"	"Never tell your password to anyone."
"TF_TradeWindow_PartnerIsTyping" "%s1 is typing a message."

"TF_TradeWindow_Tip_1"			"Click on the other player's avatar to the right of their name to view their profile and verify their identity."
"TF_TradeWindow_Tip_2"			"Avoid making deals that involve more than a single trade. Scammers may not follow through on the successive trades."
"TF_TradeWindow_Tip_3"			"Verify that the items you're trading for aren't renamed items masquerading as rare items. Inspect each item carefully. Renamed items will have quotation marks around their names."

"TF_TradeWindow_Scam_MaxTrade"	"Scam warning: never make deals that involve more than a single trade. Scammers will vanish after the first trade is completed!\n"
"TF_TradeWindow_Scam_Renamed"	"Scam warning: the other person is offering an item that has been renamed to look like a higher quality item!\n"

"TF_TradeWindow_Change_Added"	"%s1 added: %s2\n"
"TF_TradeWindow_Change_Removed"	"%s1 removed: %s2\n"
"TF_TradeWindow_Change_Name"	"%s1 (a renamed %s2)"

"TF_TradeStartDialog_Title"				"Trading"
"TF_TradeStartDialog_Select"			"Find a trading partner from..."
"TF_TradeStartDialog_SelectFriends"		"Friends List"
"TF_TradeStartDialog_SelectServer"		"Current Server"
"TF_TradeStartDialog_SelectProfile"		"Steam Profile"
"TF_TradeStartDialog_Friends"			"Select a friend to trade with:"
"TF_TradeStartDialog_FriendsNone"		"None of your friends are\ncurrently playing TF2."
"TF_TradeStartDialog_Server"			"Select a player to trade with:"
"TF_TradeStartDialog_ServerNone"		"There are no other players\non your server."
"TF_TradeStartDialog_Profile"			"Enter the URL of a steam profile:"
"TF_TradeStartDialog_ProfileGo"			"Send Trade Request"
"TF_TradeStartDialog_ProfileHelp"		"The URL should be in one of these two formats:\nhttp://steamcommunity.com/id/<profile name>\nhttp://steamcommunity.com/profiles/<profile number>"
"TF_TradeStartDialog_ProfileFail"		"Failed to find player.\nYour URL may be incorrect,\nor the player may not be running TF2."
"TF_TradeStartDialog_ProfileLookup"		"Searching for the account..."

//----------------------------------------------------------------------------------------
// Armory
